country,year,value
Iraq,1884,1.76M
Iceland,1884,71.4k
Israel,1884,295k
Italy,1884,30.1M
Jamaica,1884,608k
Jordan,1884,251k
Japan,1884,38.7M
Kazakhstan,1884,3.65M
Kenya,1884,4.05M
Kyrgyz Republic,1884,951k
Cambodia,1884,2.55M
Kiribati,1884,25.8k
St. Kitts and Nevis,1884,47.1k
South Korea,1884,9.59M
Kuwait,1884,89.4k
Lao,1884,995k
Lebanon,1884,483k
Liberia,1884,429k
Libya,1884,401k
St. Lucia,1884,43.8k
Liechtenstein,1884,9200
Sri Lanka,1884,3.2M
Lesotho,1884,224k
Lithuania,1884,1.94M
Luxembourg,1884,210k
Latvia,1884,1.66M
Morocco,1884,3.99M
Monaco,1884,17.3k
Moldova,1884,1.33M
Madagascar,1884,2.85M
Maldives,1884,59.5k
Mexico,1884,10.7M
Marshall Islands,1884,26.7k
North Macedonia,1884,693k
Mali,1884,2M
Malta,1884,191k
Myanmar,1884,4.73M
Montenegro,1884,345k
Mongolia,1884,680k
Mozambique,1884,4.48M
Mauritania,1884,327k
Mauritius,1884,379k
Malawi,1884,2.13M
Malaysia,1884,1.25M
Namibia,1884,170k
Niger,1884,1.2M
Nigeria,1884,16.6M
Nicaragua,1884,439k
Netherlands,1884,4.23M
Norway,1884,1.95M
Nepal,1884,4.92M
Nauru,1884,1920
New Zealand,1884,573k
Oman,1884,368k
Pakistan,1884,16.5M
Panama,1884,208k
Peru,1884,3.1M
Philippines,1884,5.83M
Palau,1884,5320
Papua New Guinea,1884,817k
Poland,1884,20.6M
North Korea,1884,5.06M
Portugal,1884,4.77M
Paraguay,1884,384k
Palestine,1884,237k
Qatar,1884,14.8k
Romania,1884,10M
Russia,1884,56.3M
Rwanda,1884,1.58M
Saudi Arabia,1884,1.72M
Sudan,1884,5.01M
Senegal,1884,1.24M
Singapore,1884,129k
Solomon Islands,1884,114k
Sierra Leone,1884,973k
El Salvador,1884,687k
San Marino,1884,8970
Somalia,1884,1.48M
Serbia,1884,1.9M
South Sudan,1884,1.63M
Sao Tome and Principe,1884,36k
Suriname,1884,87.4k
Slovak Republic,1884,2.7M
Slovenia,1884,818k
Sweden,1884,4.66M
Eswatini,1884,92.7k
Seychelles,1884,16.9k
Syria,1884,1.68M
Chad,1884,1.91M
Togo,1884,660k
Thailand,1884,6.44M
Tajikistan,1884,831k
Turkmenistan,1884,673k
Timor-Leste,1884,298k
Tonga,1884,20.3k
Trinidad and Tobago,1884,191k
Tunisia,1884,1.59M
Turkey,1884,12.7M
Tuvalu,1884,3430
Taiwan,1884,2.41M
Tanzania,1884,5.32M
Uganda,1884,3.63M
Ukraine,1884,20.2M
Uruguay,1884,548k
USA,1884,55.6M
Uzbekistan,1884,3.41M
St. Vincent and the Grenadines,1884,39.3k
Venezuela,1884,2.15M
Vietnam,1884,10.9M
Vanuatu,1884,51.4k
Samoa,1884,38.3k
Yemen,1884,2.85M
South Africa,1884,4.33M
Zambia,1884,1.62M
Zimbabwe,1884,941k
Afghanistan,1885,4.47M
Angola,1885,3.16M
Albania,1885,696k
Andorra,1885,4100
UAE,1885,44.5k
Argentina,1885,2.87M
Armenia,1885,751k
Antigua and Barbuda,1885,35.7k
Australia,1885,2.6M
Austria,1885,5.17M
Azerbaijan,1885,1.65M
Burundi,1885,1.69M
Belgium,1885,5.8M
Benin,1885,1.06M
Burkina Faso,1885,2.11M
Bangladesh,1885,25.7M
Bulgaria,1885,3.21M
Bahrain,1885,70.5k
Bahamas,1885,49.6k
Bosnia and Herzegovina,1885,1.46M
Belarus,1885,4.1M
Belize,1885,29.5k
Bolivia,1885,1.29M
Brazil,1885,12.9M
Barbados,1885,177k
Brunei,1885,10.4k
Bhutan,1885,283k
Botswana,1885,142k
Central African Republic,1885,1.05M
Canada,1885,4.58M
Switzerland,1885,2.89M
Chile,1885,2.54M
China,1885,371M
Cote d'Ivoire,1885,1.35M
Cameroon,1885,3.29M
"Congo, Dem. Rep.",1885,9.75M
"Congo, Rep.",1885,614k
Colombia,1885,3.11M
Comoros,1885,76.6k
Cape Verde,1885,124k
Costa Rica,1885,218k
Cuba,1885,1.6M
Cyprus,1885,197k
Czech Republic,1885,8.45M
Germany,1885,45.9M
Djibouti,1885,40.9k
Dominica,1885,27.1k
Denmark,1885,2.19M
Dominican Republic,1885,355k
Algeria,1885,4.05M
Ecuador,1885,1.22M
Egypt,1885,8.09M
Eritrea,1885,604k
Spain,1885,17.3M
Estonia,1885,730k
Ethiopia,1885,17.9M
Finland,1885,2.2M
Fiji,1885,128k
France,1885,39.2M
"Micronesia, Fed. Sts.",1885,22.8k
Gabon,1885,375k
UK,1885,36M
Georgia,1885,1.93M
Ghana,1885,2.41M
Guinea,1885,1.37M
Gambia,1885,148k
Guinea-Bissau,1885,261k
Equatorial Guinea,1885,137k
Greece,1885,4.28M
Grenada,1885,47.2k
Guatemala,1885,1.32M
Guyana,1885,261k
"Hong Kong, China",1885,188k
Honduras,1885,365k
Holy See,1885,905
Croatia,1885,2.18M
Haiti,1885,1.38M
Hungary,1885,6.43M
Indonesia,1885,31.7M
India,1885,261M
Ireland,1885,4.92M
Iran,1885,8.84M
Iraq,1885,1.77M
Iceland,1885,71.3k
Israel,1885,299k
Italy,1885,30.4M
Jamaica,1885,614k
Jordan,1885,251k
Japan,1885,39.1M
Kazakhstan,1885,3.69M
Kenya,1885,4.07M
Kyrgyz Republic,1885,960k
Cambodia,1885,2.57M
Kiribati,1885,26k
St. Kitts and Nevis,1885,47.5k
South Korea,1885,9.59M
Kuwait,1885,90k
Lao,1885,1.02M
Lebanon,1885,484k
Liberia,1885,433k
Libya,1885,407k
St. Lucia,1885,44.2k
Liechtenstein,1885,9260
Sri Lanka,1885,3.23M
Lesotho,1885,225k
Lithuania,1885,1.97M
Luxembourg,1885,210k
Latvia,1885,1.69M
Morocco,1885,4.03M
Monaco,1885,17.5k
Moldova,1885,1.34M
Madagascar,1885,2.86M
Maldives,1885,59.7k
Mexico,1885,10.9M
Marshall Islands,1885,27.3k
North Macedonia,1885,699k
Mali,1885,2.01M
Malta,1885,192k
Myanmar,1885,5.07M
Montenegro,1885,350k
Mongolia,1885,681k
Mozambique,1885,4.48M
Mauritania,1885,329k
Mauritius,1885,381k
Malawi,1885,2.13M
Malaysia,1885,1.3M
Namibia,1885,172k
Niger,1885,1.21M
Nigeria,1885,16.8M
Nicaragua,1885,445k
Netherlands,1885,4.28M
Norway,1885,1.96M
Nepal,1885,4.94M
Nauru,1885,1930
New Zealand,1885,588k
Oman,1885,368k
Pakistan,1885,16.6M
Panama,1885,211k
Peru,1885,3.14M
Philippines,1885,5.86M
Palau,1885,5350
Papua New Guinea,1885,818k
Poland,1885,20.9M
North Korea,1885,5.09M
Portugal,1885,4.81M
Paraguay,1885,420k
Palestine,1885,240k
Qatar,1885,14.9k
Romania,1885,10.1M
Russia,1885,56.8M
Rwanda,1885,1.58M
Saudi Arabia,1885,1.71M
Sudan,1885,5.02M
Senegal,1885,1.25M
Singapore,1885,133k
Solomon Islands,1885,116k
Sierra Leone,1885,980k
El Salvador,1885,697k
San Marino,1885,9030
Somalia,1885,1.48M
Serbia,1885,1.92M
South Sudan,1885,1.64M
Sao Tome and Principe,1885,36.2k
Suriname,1885,87.4k
Slovak Republic,1885,2.71M
Slovenia,1885,825k
Sweden,1885,4.68M
Eswatini,1885,93.6k
Seychelles,1885,16.9k
Syria,1885,1.69M
Chad,1885,1.92M
Togo,1885,665k
Thailand,1885,6.48M
Tajikistan,1885,839k
Turkmenistan,1885,680k
Timor-Leste,1885,300k
Tonga,1885,20.4k
Trinidad and Tobago,1885,196k
Tunisia,1885,1.61M
Turkey,1885,12.8M
Tuvalu,1885,3450
Taiwan,1885,2.42M
Tanzania,1885,5.33M
Uganda,1885,3.65M
Ukraine,1885,20.4M
Uruguay,1885,570k
USA,1885,56.9M
Uzbekistan,1885,3.44M
St. Vincent and the Grenadines,1885,39.3k
Venezuela,1885,2.18M
Vietnam,1885,11M
Vanuatu,1885,51.9k
Samoa,1885,38k
Yemen,1885,2.86M
South Africa,1885,4.38M
Zambia,1885,1.63M
Zimbabwe,1885,950k
Afghanistan,1886,4.49M
Angola,1886,3.18M
Albania,1886,702k
Andorra,1886,4130
UAE,1886,44.8k
Argentina,1886,2.97M
Armenia,1886,758k
Antigua and Barbuda,1886,35.9k
Australia,1886,2.69M
Austria,1886,5.21M
Azerbaijan,1886,1.67M
Burundi,1886,1.7M
Belgium,1886,5.86M
Benin,1886,1.07M
Burkina Faso,1886,2.12M
Bangladesh,1886,25.8M
Bulgaria,1886,3.25M
Bahrain,1886,70.9k
Bahamas,1886,50.2k
Bosnia and Herzegovina,1886,1.48M
Belarus,1886,4.13M
Belize,1886,29.9k
Bolivia,1886,1.32M
Brazil,1886,13.2M
Barbados,1886,178k
Brunei,1886,10.8k
Bhutan,1886,281k
Botswana,1886,144k
Central African Republic,1886,1.06M
Canada,1886,4.64M
Switzerland,1886,2.9M
Chile,1886,2.58M
China,1886,372M
Cote d'Ivoire,1886,1.36M
Cameroon,1886,3.3M
"Congo, Dem. Rep.",1886,9.79M
"Congo, Rep.",1886,619k
Colombia,1886,3.16M
Comoros,1886,77.2k
Cape Verde,1886,125k
Costa Rica,1886,224k
Cuba,1886,1.61M
Cyprus,1886,199k
Czech Republic,1886,8.5M
Germany,1886,46.3M
Djibouti,1886,41k
Dominica,1886,27k
Denmark,1886,2.21M
Dominican Republic,1886,365k
Algeria,1886,4.09M
Ecuador,1886,1.23M
Egypt,1886,8.2M
Eritrea,1886,601k
Spain,1886,17.4M
Estonia,1886,738k
Ethiopia,1886,17.9M
Finland,1886,2.23M
Fiji,1886,128k
France,1886,39.2M
"Micronesia, Fed. Sts.",1886,22.9k
Gabon,1886,378k
UK,1886,36.3M
Georgia,1886,1.95M
Ghana,1886,2.43M
Guinea,1886,1.39M
Gambia,1886,149k
Guinea-Bissau,1886,264k
Equatorial Guinea,1886,138k
Greece,1886,4.32M
Grenada,1886,48.3k
Guatemala,1886,1.34M
Guyana,1886,263k
"Hong Kong, China",1886,194k
Honduras,1886,375k
Holy See,1886,905
Croatia,1886,2.2M
Haiti,1886,1.39M
Hungary,1886,6.46M
Indonesia,1886,32M
India,1886,263M
Ireland,1886,4.87M
Iran,1886,8.87M
Iraq,1886,1.78M
Iceland,1886,71.2k
Israel,1886,302k
Italy,1886,30.6M
Jamaica,1886,620k
Jordan,1886,252k
Japan,1886,39.4M
Kazakhstan,1886,3.72M
Kenya,1886,4.09M
Kyrgyz Republic,1886,969k
Cambodia,1886,2.59M
Kiribati,1886,26.2k
St. Kitts and Nevis,1886,48k
South Korea,1886,9.59M
Kuwait,1886,90.5k
Lao,1886,1.04M
Lebanon,1886,484k
Liberia,1886,436k
Libya,1886,414k
St. Lucia,1886,44.7k
Liechtenstein,1886,9330
Sri Lanka,1886,3.27M
Lesotho,1886,227k
Lithuania,1886,2M
Luxembourg,1886,210k
Latvia,1886,1.71M
Morocco,1886,4.07M
Monaco,1886,17.8k
Moldova,1886,1.35M
Madagascar,1886,2.87M
Maldives,1886,60k
Mexico,1886,11M
Marshall Islands,1886,28k
North Macedonia,1886,706k
Mali,1886,2.03M
Malta,1886,193k
Myanmar,1886,5.42M
Montenegro,1886,356k
Mongolia,1886,682k
Mozambique,1886,4.48M
Mauritania,1886,330k
Mauritius,1886,382k
Malawi,1886,2.13M
Malaysia,1886,1.34M
Namibia,1886,174k
Niger,1886,1.22M
Nigeria,1886,16.9M
Nicaragua,1886,452k
Netherlands,1886,4.33M
Norway,1886,1.97M
Nepal,1886,4.96M
Nauru,1886,1930
New Zealand,1886,602k
Oman,1886,369k
Pakistan,1886,16.7M
Panama,1886,214k
Peru,1886,3.18M
Philippines,1886,5.9M
Palau,1886,5380
Papua New Guinea,1886,820k
Poland,1886,21.2M
North Korea,1886,5.11M
Portugal,1886,4.85M
Paraguay,1886,459k
Palestine,1886,243k
Qatar,1886,15k
Romania,1886,10.1M
Russia,1886,57.4M
Rwanda,1886,1.59M
Saudi Arabia,1886,1.69M
Sudan,1886,5.03M
Senegal,1886,1.26M
Singapore,1886,137k
Solomon Islands,1886,117k
Sierra Leone,1886,987k
El Salvador,1886,708k
San Marino,1886,9100
Somalia,1886,1.48M
Serbia,1886,1.94M
South Sudan,1886,1.66M
Sao Tome and Principe,1886,36.5k
Suriname,1886,87.5k
Slovak Republic,1886,2.72M
Slovenia,1886,832k
Sweden,1886,4.7M
Eswatini,1886,94.6k
Seychelles,1886,17k
Syria,1886,1.69M
Chad,1886,1.92M
Togo,1886,670k
Thailand,1886,6.53M
Tajikistan,1886,846k
Turkmenistan,1886,686k
Timor-Leste,1886,301k
Tonga,1886,20.4k
Trinidad and Tobago,1886,201k
Tunisia,1886,1.62M
Turkey,1886,12.9M
Tuvalu,1886,3460
Taiwan,1886,2.43M
Tanzania,1886,5.34M
Uganda,1886,3.67M
Ukraine,1886,20.6M
Uruguay,1886,593k
USA,1886,58.2M
Uzbekistan,1886,3.47M
St. Vincent and the Grenadines,1886,39.3k
Venezuela,1886,2.21M
Vietnam,1886,11M
Vanuatu,1886,52.4k
Samoa,1886,37.8k
Yemen,1886,2.86M
South Africa,1886,4.43M
Zambia,1886,1.63M
Zimbabwe,1886,960k
Afghanistan,1887,4.52M
Angola,1887,3.2M
Albania,1887,709k
Andorra,1887,4160
UAE,1887,45k
Argentina,1887,3.06M
Armenia,1887,765k
Antigua and Barbuda,1887,36.1k
Australia,1887,2.78M
Austria,1887,5.26M
Azerbaijan,1887,1.69M
Burundi,1887,1.71M
Belgium,1887,5.91M
Benin,1887,1.08M
Burkina Faso,1887,2.13M
Bangladesh,1887,26M
Bulgaria,1887,3.3M
Bahrain,1887,71.3k
Bahamas,1887,50.7k
Bosnia and Herzegovina,1887,1.51M
Belarus,1887,4.16M
Belize,1887,30.3k
Bolivia,1887,1.35M
Brazil,1887,13.4M
Barbados,1887,179k
Brunei,1887,11.1k
Bhutan,1887,280k
Botswana,1887,145k
Central African Republic,1887,1.06M
Canada,1887,4.69M
Switzerland,1887,2.91M
Chile,1887,2.62M
China,1887,373M
Cote d'Ivoire,1887,1.36M
Cameroon,1887,3.32M
"Congo, Dem. Rep.",1887,9.84M
"Congo, Rep.",1887,623k
Colombia,1887,3.22M
Comoros,1887,77.7k
Cape Verde,1887,127k
Costa Rica,1887,231k
Cuba,1887,1.62M
Cyprus,1887,201k
Czech Republic,1887,8.55M
Germany,1887,46.8M
Djibouti,1887,41k
Dominica,1887,26.9k
Denmark,1887,2.23M
Dominican Republic,1887,374k
Algeria,1887,4.13M
Ecuador,1887,1.25M
Egypt,1887,8.31M
Eritrea,1887,599k
Spain,1887,17.5M
Estonia,1887,747k
Ethiopia,1887,17.9M
Finland,1887,2.26M
Fiji,1887,127k
France,1887,39.3M
"Micronesia, Fed. Sts.",1887,23k
Gabon,1887,381k
UK,1887,36.6M
Georgia,1887,1.97M
Ghana,1887,2.45M
Guinea,1887,1.4M
Gambia,1887,150k
Guinea-Bissau,1887,266k
Equatorial Guinea,1887,139k
Greece,1887,4.37M
Grenada,1887,49.4k
Guatemala,1887,1.35M
Guyana,1887,266k
"Hong Kong, China",1887,199k
Honduras,1887,386k
Holy See,1887,905
Croatia,1887,2.22M
Haiti,1887,1.41M
Hungary,1887,6.5M
Indonesia,1887,32.4M
India,1887,265M
Ireland,1887,4.82M
Iran,1887,8.9M
Iraq,1887,1.79M
Iceland,1887,71.1k
Israel,1887,306k
Italy,1887,30.8M
Jamaica,1887,626k
Jordan,1887,252k
Japan,1887,39.8M
Kazakhstan,1887,3.75M
Kenya,1887,4.12M
Kyrgyz Republic,1887,978k
Cambodia,1887,2.6M
Kiribati,1887,26.3k
St. Kitts and Nevis,1887,48.5k
South Korea,1887,9.58M
Kuwait,1887,91.1k
Lao,1887,1.06M
Lebanon,1887,485k
Liberia,1887,440k
Libya,1887,420k
St. Lucia,1887,45.1k
Liechtenstein,1887,9400
Sri Lanka,1887,3.3M
Lesotho,1887,228k
Lithuania,1887,2.02M
Luxembourg,1887,211k
Latvia,1887,1.74M
Morocco,1887,4.11M
Monaco,1887,18k
Moldova,1887,1.37M
Madagascar,1887,2.88M
Maldives,1887,60.3k
Mexico,1887,11.1M
Marshall Islands,1887,28.7k
North Macedonia,1887,712k
Mali,1887,2.05M
Malta,1887,194k
Myanmar,1887,5.81M
Montenegro,1887,361k
Mongolia,1887,683k
Mozambique,1887,4.48M
Mauritania,1887,332k
Mauritius,1887,384k
Malawi,1887,2.14M
Malaysia,1887,1.39M
Namibia,1887,176k
Niger,1887,1.22M
Nigeria,1887,17M
Nicaragua,1887,458k
Netherlands,1887,4.38M
Norway,1887,1.97M
Nepal,1887,4.98M
Nauru,1887,1930
New Zealand,1887,617k
Oman,1887,369k
Pakistan,1887,16.7M
Panama,1887,217k
Peru,1887,3.22M
Philippines,1887,5.93M
Palau,1887,5400
Papua New Guinea,1887,821k
Poland,1887,21.6M
North Korea,1887,5.13M
Portugal,1887,4.9M
Paraguay,1887,502k
Palestine,1887,246k
Qatar,1887,15.1k
Romania,1887,10.2M
Russia,1887,57.9M
Rwanda,1887,1.6M
Saudi Arabia,1887,1.68M
Sudan,1887,5.04M
Senegal,1887,1.27M
Singapore,1887,141k
Solomon Islands,1887,118k
Sierra Leone,1887,995k
El Salvador,1887,719k
San Marino,1887,9170
Somalia,1887,1.48M
Serbia,1887,1.97M
South Sudan,1887,1.67M
Sao Tome and Principe,1887,36.8k
Suriname,1887,87.5k
Slovak Republic,1887,2.73M
Slovenia,1887,839k
Sweden,1887,4.72M
Eswatini,1887,95.5k
Seychelles,1887,17.1k
Syria,1887,1.7M
Chad,1887,1.92M
Togo,1887,675k
Thailand,1887,6.58M
Tajikistan,1887,854k
Turkmenistan,1887,693k
Timor-Leste,1887,303k
Tonga,1887,20.5k
Trinidad and Tobago,1887,206k
Tunisia,1887,1.64M
Turkey,1887,13M
Tuvalu,1887,3480
Taiwan,1887,2.44M
Tanzania,1887,5.35M
Uganda,1887,3.7M
Ukraine,1887,20.8M
Uruguay,1887,616k
USA,1887,59.5M
Uzbekistan,1887,3.5M
St. Vincent and the Grenadines,1887,39.2k
Venezuela,1887,2.24M
Vietnam,1887,11M
Vanuatu,1887,52.9k
Samoa,1887,37.6k
Yemen,1887,2.86M
South Africa,1887,4.47M
Zambia,1887,1.63M
Zimbabwe,1887,970k
Afghanistan,1888,4.54M
Angola,1888,3.22M
Albania,1888,715k
Andorra,1888,4180
UAE,1888,45.3k
Argentina,1888,3.16M
Armenia,1888,772k
Antigua and Barbuda,1888,36.3k
Australia,1888,2.88M
Austria,1888,5.3M
Azerbaijan,1888,1.7M
Burundi,1888,1.72M
Belgium,1888,5.97M
Benin,1888,1.09M
Burkina Faso,1888,2.14M
Bangladesh,1888,26.1M
Bulgaria,1888,3.35M
Bahrain,1888,71.8k
Bahamas,1888,51.3k
Bosnia and Herzegovina,1888,1.53M
Belarus,1888,4.2M
Belize,1888,30.8k
Bolivia,1888,1.38M
Brazil,1888,13.7M
Barbados,1888,180k
Brunei,1888,11.5k
Bhutan,1888,278k
Botswana,1888,146k
Central African Republic,1888,1.07M
Canada,1888,4.74M
Switzerland,1888,2.92M
Chile,1888,2.66M
China,1888,375M
Cote d'Ivoire,1888,1.37M
Cameroon,1888,3.34M
"Congo, Dem. Rep.",1888,9.88M
"Congo, Rep.",1888,628k
Colombia,1888,3.27M
Comoros,1888,78.2k
Cape Verde,1888,129k
Costa Rica,1888,238k
Cuba,1888,1.63M
Cyprus,1888,204k
Czech Republic,1888,8.6M
Germany,1888,47.2M
Djibouti,1888,41k
Dominica,1888,26.7k
Denmark,1888,2.25M
Dominican Republic,1888,384k
Algeria,1888,4.18M
Ecuador,1888,1.26M
Egypt,1888,8.42M
Eritrea,1888,596k
Spain,1888,17.6M
Estonia,1888,756k
Ethiopia,1888,17.9M
Finland,1888,2.3M
Fiji,1888,127k
France,1888,39.4M
"Micronesia, Fed. Sts.",1888,23.2k
Gabon,1888,383k
UK,1888,36.9M
Georgia,1888,1.98M
Ghana,1888,2.47M
Guinea,1888,1.41M
Gambia,1888,152k
Guinea-Bissau,1888,268k
Equatorial Guinea,1888,140k
Greece,1888,4.41M
Grenada,1888,50.6k
Guatemala,1888,1.37M
Guyana,1888,268k
"Hong Kong, China",1888,206k
Honduras,1888,397k
Holy See,1888,905
Croatia,1888,2.24M
Haiti,1888,1.42M
Hungary,1888,6.53M
Indonesia,1888,32.8M
India,1888,267M
Ireland,1888,4.77M
Iran,1888,8.93M
Iraq,1888,1.81M
Iceland,1888,71k
Israel,1888,310k
Italy,1888,31M
Jamaica,1888,632k
Jordan,1888,252k
Japan,1888,40.1M
Kazakhstan,1888,3.79M
Kenya,1888,4.15M
Kyrgyz Republic,1888,986k
Cambodia,1888,2.62M
Kiribati,1888,26.5k
St. Kitts and Nevis,1888,48.9k
South Korea,1888,9.58M
Kuwait,1888,91.7k
Lao,1888,1.09M
Lebanon,1888,486k
Liberia,1888,444k
Libya,1888,426k
St. Lucia,1888,45.5k
Liechtenstein,1888,9470
Sri Lanka,1888,3.34M
Lesotho,1888,230k
Lithuania,1888,2.05M
Luxembourg,1888,211k
Latvia,1888,1.77M
Morocco,1888,4.15M
Monaco,1888,18.2k
Moldova,1888,1.38M
Madagascar,1888,2.88M
Maldives,1888,60.6k
Mexico,1888,11.3M
Marshall Islands,1888,29.4k
North Macedonia,1888,719k
Mali,1888,2.07M
Malta,1888,195k
Myanmar,1888,6.21M
Montenegro,1888,367k
Mongolia,1888,684k
Mozambique,1888,4.48M
Mauritania,1888,334k
Mauritius,1888,385k
Malawi,1888,2.14M
Malaysia,1888,1.43M
Namibia,1888,178k
Niger,1888,1.23M
Nigeria,1888,17.2M
Nicaragua,1888,465k
Netherlands,1888,4.43M
Norway,1888,1.98M
Nepal,1888,5.01M
Nauru,1888,1930
New Zealand,1888,633k
Oman,1888,370k
Pakistan,1888,16.8M
Panama,1888,219k
Peru,1888,3.26M
Philippines,1888,5.97M
Palau,1888,5430
Papua New Guinea,1888,823k
Poland,1888,21.9M
North Korea,1888,5.16M
Portugal,1888,4.94M
Paraguay,1888,549k
Palestine,1888,249k
Qatar,1888,15.1k
Romania,1888,10.2M
Russia,1888,58.4M
Rwanda,1888,1.6M
Saudi Arabia,1888,1.66M
Sudan,1888,5.05M
Senegal,1888,1.28M
Singapore,1888,146k
Solomon Islands,1888,119k
Sierra Leone,1888,1M
El Salvador,1888,731k
San Marino,1888,9240
Somalia,1888,1.48M
Serbia,1888,1.99M
South Sudan,1888,1.69M
Sao Tome and Principe,1888,37k
Suriname,1888,87.6k
Slovak Republic,1888,2.74M
Slovenia,1888,846k
Sweden,1888,4.74M
Eswatini,1888,96.5k
Seychelles,1888,17.2k
Syria,1888,1.71M
Chad,1888,1.93M
Togo,1888,680k
Thailand,1888,6.63M
Tajikistan,1888,861k
Turkmenistan,1888,700k
Timor-Leste,1888,304k
Tonga,1888,20.5k
Trinidad and Tobago,1888,211k
Tunisia,1888,1.66M
Turkey,1888,13M
Tuvalu,1888,3500
Taiwan,1888,2.46M
Tanzania,1888,5.36M
Uganda,1888,3.72M
Ukraine,1888,21M
Uruguay,1888,641k
USA,1888,60.9M
Uzbekistan,1888,3.53M
St. Vincent and the Grenadines,1888,39.2k
Venezuela,1888,2.27M
Vietnam,1888,11.1M
Vanuatu,1888,53.4k
Samoa,1888,37.3k
Yemen,1888,2.87M
South Africa,1888,4.52M
Zambia,1888,1.64M
Zimbabwe,1888,980k
Afghanistan,1889,4.56M
Angola,1889,3.24M
Albania,1889,722k
Andorra,1889,4210
UAE,1889,45.6k
Argentina,1889,3.26M
Armenia,1889,779k
Antigua and Barbuda,1889,36.4k
Australia,1889,2.97M
Austria,1889,5.35M
Azerbaijan,1889,1.72M
Burundi,1889,1.72M
Belgium,1889,6.03M
Benin,1889,1.09M
Burkina Faso,1889,2.15M
Bangladesh,1889,26.2M
Bulgaria,1889,3.4M
Bahrain,1889,72.2k
Bahamas,1889,51.8k
Bosnia and Herzegovina,1889,1.55M
Belarus,1889,4.23M
Belize,1889,31.2k
Bolivia,1889,1.42M
Brazil,1889,13.9M
Barbados,1889,181k
Brunei,1889,11.9k
Bhutan,1889,277k
Botswana,1889,148k
Central African Republic,1889,1.07M
Canada,1889,4.79M
Switzerland,1889,2.94M
Chile,1889,2.7M
China,1889,376M
Cote d'Ivoire,1889,1.38M
Cameroon,1889,3.35M
"Congo, Dem. Rep.",1889,9.91M
"Congo, Rep.",1889,631k
Colombia,1889,3.33M
Comoros,1889,78.8k
Cape Verde,1889,131k
Costa Rica,1889,245k
Cuba,1889,1.64M
Cyprus,1889,206k
Czech Republic,1889,8.65M
Germany,1889,47.7M
Djibouti,1889,41.1k
Dominica,1889,26.7k
Denmark,1889,2.27M
Dominican Republic,1889,393k
Algeria,1889,4.22M
Ecuador,1889,1.28M
Egypt,1889,8.53M
Eritrea,1889,594k
Spain,1889,17.7M
Estonia,1889,765k
Ethiopia,1889,17.9M
Finland,1889,2.33M
Fiji,1889,126k
France,1889,39.5M
"Micronesia, Fed. Sts.",1889,23.3k
Gabon,1889,385k
UK,1889,37.2M
Georgia,1889,2M
Ghana,1889,2.49M
Guinea,1889,1.42M
Gambia,1889,153k
Guinea-Bissau,1889,270k
Equatorial Guinea,1889,141k
Greece,1889,4.46M
Grenada,1889,51.7k
Guatemala,1889,1.38M
Guyana,1889,271k
"Hong Kong, China",1889,212k
Honduras,1889,407k
Holy See,1889,905
Croatia,1889,2.26M
Haiti,1889,1.44M
Hungary,1889,6.57M
Indonesia,1889,33.2M
India,1889,269M
Ireland,1889,4.73M
Iran,1889,8.97M
Iraq,1889,1.82M
Iceland,1889,71.1k
Israel,1889,313k
Italy,1889,31.2M
Jamaica,1889,639k
Jordan,1889,252k
Japan,1889,40.5M
Kazakhstan,1889,3.82M
Kenya,1889,4.16M
Kyrgyz Republic,1889,996k
Cambodia,1889,2.64M
Kiribati,1889,26.7k
St. Kitts and Nevis,1889,49.3k
South Korea,1889,9.58M
Kuwait,1889,92.3k
Lao,1889,1.11M
Lebanon,1889,486k
Liberia,1889,448k
Libya,1889,433k
St. Lucia,1889,46.1k
Liechtenstein,1889,9540
Sri Lanka,1889,3.38M
Lesotho,1889,231k
Lithuania,1889,2.08M
Luxembourg,1889,211k
Latvia,1889,1.8M
Morocco,1889,4.19M
Monaco,1889,18.5k
Moldova,1889,1.39M
Madagascar,1889,2.89M
Maldives,1889,60.9k
Mexico,1889,11.4M
Marshall Islands,1889,30.2k
North Macedonia,1889,725k
Mali,1889,2.09M
Malta,1889,196k
Myanmar,1889,6.59M
Montenegro,1889,373k
Mongolia,1889,685k
Mozambique,1889,4.47M
Mauritania,1889,336k
Mauritius,1889,387k
Malawi,1889,2.14M
Malaysia,1889,1.48M
Namibia,1889,180k
Niger,1889,1.24M
Nigeria,1889,17.3M
Nicaragua,1889,472k
Netherlands,1889,4.48M
Norway,1889,1.99M
Nepal,1889,5.02M
Nauru,1889,1930
New Zealand,1889,648k
Oman,1889,371k
Pakistan,1889,16.9M
Panama,1889,222k
Peru,1889,3.3M
Philippines,1889,6.01M
Palau,1889,5460
Papua New Guinea,1889,825k
Poland,1889,22.2M
North Korea,1889,5.18M
Portugal,1889,4.98M
Paraguay,1889,584k
Palestine,1889,252k
Qatar,1889,15.2k
Romania,1889,10.3M
Russia,1889,59M
Rwanda,1889,1.61M
Saudi Arabia,1889,1.64M
Sudan,1889,5.06M
Senegal,1889,1.29M
Singapore,1889,151k
Solomon Islands,1889,121k
Sierra Leone,1889,1.01M
El Salvador,1889,741k
San Marino,1889,9310
Somalia,1889,1.48M
Serbia,1889,2.01M
South Sudan,1889,1.7M
